0.0 143.606495772
0.20202020202 106.665687909
0.40404040404 37.7612225738
0.606060606061 -54.0634352987
0.808080808081 6.77932180883
1.0101010101 89.4578574494
1.21212121212 164.27037866
1.41414141414 -11.205146239
1.61616161616 159.162979131
1.81818181818 200.242947661
2.0202020202 121.267495317
2.22222222222 10.6996188853
2.42424242424 32.3175228581
2.62626262626 31.0852054593
2.82828282828 164.920959022
3.0303030303 152.450305098
3.23232323232 126.600259853
3.43434343434 -0.503829807363
3.63636363636 134.34465308
3.83838383838 121.003820705
4.0404040404 194.509759196
4.24242424242 266.278547463
4.44444444444 300.695262013
4.64646464646 167.487443577
4.84848484848 176.803844864
5.05050505051 243.81233543
5.25252525253 269.538877042
5.45454545455 231.549009002
5.65656565657 350.139474984
5.85858585859 297.492331136
6.06060606061 413.596616428
6.26262626263 378.177353084
6.46464646465 433.278566338
6.66666666667 338.095873746
6.86868686869 560.333885282
7.07070707071 501.541275594
7.27272727273 534.473881298
7.47474747475 492.713854124
7.67676767677 734.013941881
7.87878787879 540.881646381
8.08080808081 509.513499326
8.28282828283 663.082106065
8.48484848485 618.40182422
8.68686868687 636.93276077
8.88888888889 721.763710401
9.09090909091 753.046508005
9.29292929293 700.511335532
9.49494949495 864.037639806
9.69696969697 956.081591947
9.89898989899 849.823516196
10.101010101 943.847453074
10.303030303 1246.27177635
10.5050505051 977.744547619
10.7070707071 1098.15325616
10.9090909091 1182.8812105
11.1111111111 1258.8792299
11.3131313131 1380.92137722
11.5151515152 1275.9180622
11.7171717172 1334.42407207
11.9191919192 1500.99165308
12.1212121212 1452.89164919
12.3232323232 1555.68982654
12.5252525253 1622.44757222
12.7272727273 1488.71190859
12.9292929293 1480.97478538
13.1313131313 1797.42489038
13.3333333333 1814.46305712
13.5353535354 1829.49069292
13.7373737374 1966.51834973
13.9393939394 1669.05456015
14.1414141414 1920.23403487
14.3434343434 2040.0891241
14.5454545455 2376.03177603
14.7474747475 2151.70479565
14.9494949495 2134.54180946
15.1515151515 2229.95171343
15.3535353535 2420.38490337
15.5555555556 2435.27380197
15.7575757576 2494.27016563
15.9595959596 2598.94228797
16.1616161616 2522.70779758
16.3636363636 2740.7038362
16.5656565657 2691.33390544
16.7676767677 2874.18448688
16.9696969697 2648.32499657
17.1717171717 2933.34554819
17.3737373737 2875.45767407
17.5757575758 3042.39590702
17.7777777778 3124.34684689
17.9797979798 3354.98618376
18.1818181818 3294.54172094
18.3838383838 3366.2120086
18.5858585859 3448.47876525
18.7878787879 3346.65352433
18.9898989899 3639.04371914
19.1919191919 3649.1710105
19.3939393939 3714.7312839
19.595959596 3921.35091581
19.797979798 3937.90347784
20.0 4060.19636659
